식별자,기관명,기관유형,관할지원청,학교급,주소,위도,경도,사용자정의_메모
qa-pregeo-346,QA 사전좌표 346 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 346,37.370190,126.502230,synthetic-pregeocoded-south-headquarters
qa-pregeo-347,QA 사전좌표 347 support-office,support-office,north,,인천광역시 QA구 사전좌표로 347,37.374290,126.507430,synthetic-pregeocoded-north-support-office
qa-pregeo-348,QA 사전좌표 348 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 348,37.378390,126.512630,synthetic-pregeocoded-east-direct-agency
qa-pregeo-349,QA 사전좌표 349 library,library,west,,인천광역시 QA구 사전좌표로 349,37.382490,126.517830,synthetic-pregeocoded-west-library
qa-pregeo-350,QA 사전좌표 350 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 350,37.386590,126.523030,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-351,QA 사전좌표 351 partner,partner,main,,인천광역시 QA구 사전좌표로 351,37.390690,126.528230,synthetic-pregeocoded-main-partner
qa-pregeo-352,QA 사전좌표 352 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 352,37.394790,126.533430,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-353,QA 사전좌표 353 school,school,south,특수학교,인천광역시 QA구 사전좌표로 353,37.398890,126.538630,synthetic-pregeocoded-south-school
qa-pregeo-354,QA 사전좌표 354 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 354,37.402990,126.543830,synthetic-pregeocoded-north-headquarters
qa-pregeo-355,QA 사전좌표 355 support-office,support-office,east,,인천광역시 QA구 사전좌표로 355,37.407090,126.549030,synthetic-pregeocoded-east-support-office
qa-pregeo-356,QA 사전좌표 356 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 356,37.411190,126.554230,synthetic-pregeocoded-west-direct-agency
qa-pregeo-357,QA 사전좌표 357 library,library,unassigned,,인천광역시 QA구 사전좌표로 357,37.415290,126.559430,synthetic-pregeocoded-unassigned-library
qa-pregeo-358,QA 사전좌표 358 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 358,37.419390,126.564630,synthetic-pregeocoded-main-experience-site
qa-pregeo-359,QA 사전좌표 359 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 359,37.423490,126.569830,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-360,QA 사전좌표 360 imported,imported,south,,인천광역시 QA구 사전좌표로 360,37.427590,126.575030,synthetic-pregeocoded-south-imported
qa-pregeo-361,QA 사전좌표 361 school,school,north,유치원,인천광역시 QA구 사전좌표로 361,37.431690,126.580230,synthetic-pregeocoded-north-school
qa-pregeo-362,QA 사전좌표 362 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 362,37.435790,126.585430,synthetic-pregeocoded-east-headquarters
qa-pregeo-363,QA 사전좌표 363 support-office,support-office,west,,인천광역시 QA구 사전좌표로 363,37.439890,126.590630,synthetic-pregeocoded-west-support-office
qa-pregeo-364,QA 사전좌표 364 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 364,37.443990,126.595830,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-365,QA 사전좌표 365 library,library,main,,인천광역시 QA구 사전좌표로 365,37.448090,126.601030,synthetic-pregeocoded-main-library
qa-pregeo-366,QA 사전좌표 366 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 366,37.452190,126.606230,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-367,QA 사전좌표 367 partner,partner,south,,인천광역시 QA구 사전좌표로 367,37.456290,126.611430,synthetic-pregeocoded-south-partner
qa-pregeo-368,QA 사전좌표 368 imported,imported,north,,인천광역시 QA구 사전좌표로 368,37.460390,126.616630,synthetic-pregeocoded-north-imported
qa-pregeo-369,QA 사전좌표 369 school,school,east,중학교,인천광역시 QA구 사전좌표로 369,37.464490,126.621830,synthetic-pregeocoded-east-school
qa-pregeo-370,QA 사전좌표 370 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 370,37.468590,126.627030,synthetic-pregeocoded-west-headquarters
qa-pregeo-371,QA 사전좌표 371 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 371,37.321100,126.632230,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-372,QA 사전좌표 372 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 372,37.325200,126.637430,synthetic-pregeocoded-main-direct-agency
qa-pregeo-373,QA 사전좌표 373 library,library,ganghwa,,인천광역시 QA구 사전좌표로 373,37.329300,126.481560,synthetic-pregeocoded-ganghwa-library
qa-pregeo-374,QA 사전좌표 374 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 374,37.333400,126.486760,synthetic-pregeocoded-south-experience-site
qa-pregeo-375,QA 사전좌표 375 partner,partner,north,,인천광역시 QA구 사전좌표로 375,37.337500,126.491960,synthetic-pregeocoded-north-partner
qa-pregeo-376,QA 사전좌표 376 imported,imported,east,,인천광역시 QA구 사전좌표로 376,37.341600,126.497160,synthetic-pregeocoded-east-imported
qa-pregeo-377,QA 사전좌표 377 school,school,west,특수학교,인천광역시 QA구 사전좌표로 377,37.345700,126.502360,synthetic-pregeocoded-west-school
qa-pregeo-378,QA 사전좌표 378 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 378,37.349800,126.507560,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-379,QA 사전좌표 379 support-office,support-office,main,,인천광역시 QA구 사전좌표로 379,37.353900,126.512760,synthetic-pregeocoded-main-support-office
qa-pregeo-380,QA 사전좌표 380 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 380,37.358000,126.517960,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-381,QA 사전좌표 381 library,library,south,,인천광역시 QA구 사전좌표로 381,37.362100,126.523160,synthetic-pregeocoded-south-library
qa-pregeo-382,QA 사전좌표 382 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 382,37.366200,126.528360,synthetic-pregeocoded-north-experience-site
qa-pregeo-383,QA 사전좌표 383 partner,partner,east,,인천광역시 QA구 사전좌표로 383,37.370300,126.533560,synthetic-pregeocoded-east-partner
qa-pregeo-384,QA 사전좌표 384 imported,imported,west,,인천광역시 QA구 사전좌표로 384,37.374400,126.538760,synthetic-pregeocoded-west-imported
qa-pregeo-385,QA 사전좌표 385 school,school,unassigned,유치원,인천광역시 QA구 사전좌표로 385,37.378500,126.543960,synthetic-pregeocoded-unassigned-school
qa-pregeo-386,QA 사전좌표 386 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 386,37.382600,126.549160,synthetic-pregeocoded-main-headquarters
qa-pregeo-387,QA 사전좌표 387 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 387,37.386700,126.554360,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-388,QA 사전좌표 388 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 388,37.390800,126.559560,synthetic-pregeocoded-south-direct-agency
qa-pregeo-389,QA 사전좌표 389 library,library,north,,인천광역시 QA구 사전좌표로 389,37.394900,126.564760,synthetic-pregeocoded-north-library
qa-pregeo-390,QA 사전좌표 390 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 390,37.399000,126.569960,synthetic-pregeocoded-east-experience-site
qa-pregeo-391,QA 사전좌표 391 partner,partner,west,,인천광역시 QA구 사전좌표로 391,37.403100,126.575160,synthetic-pregeocoded-west-partner
qa-pregeo-392,QA 사전좌표 392 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 392,37.407200,126.580360,synthetic-pregeocoded-unassigned-imported
qa-pregeo-393,QA 사전좌표 393 school,school,main,중학교,인천광역시 QA구 사전좌표로 393,37.411300,126.585560,synthetic-pregeocoded-main-school
qa-pregeo-394,QA 사전좌표 394 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 394,37.415400,126.590760,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-395,QA 사전좌표 395 support-office,support-office,south,,인천광역시 QA구 사전좌표로 395,37.419500,126.595960,synthetic-pregeocoded-south-support-office
qa-pregeo-396,QA 사전좌표 396 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 396,37.423600,126.601160,synthetic-pregeocoded-north-direct-agency
qa-pregeo-397,QA 사전좌표 397 library,library,east,,인천광역시 QA구 사전좌표로 397,37.427700,126.606360,synthetic-pregeocoded-east-library
qa-pregeo-398,QA 사전좌표 398 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 398,37.431800,126.611560,synthetic-pregeocoded-west-experience-site
qa-pregeo-399,QA 사전좌표 399 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 399,37.435900,126.616760,synthetic-pregeocoded-unassigned-partner
qa-pregeo-400,QA 사전좌표 400 imported,imported,main,,인천광역시 QA구 사전좌표로 400,37.440000,126.621960,synthetic-pregeocoded-main-imported
qa-pregeo-401,QA 사전좌표 401 school,school,ganghwa,특수학교,인천광역시 QA구 사전좌표로 401,37.444100,126.627160,synthetic-pregeocoded-ganghwa-school
qa-pregeo-402,QA 사전좌표 402 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 402,37.448200,126.632360,synthetic-pregeocoded-south-headquarters
qa-pregeo-403,QA 사전좌표 403 support-office,support-office,north,,인천광역시 QA구 사전좌표로 403,37.452300,126.637560,synthetic-pregeocoded-north-support-office
qa-pregeo-404,QA 사전좌표 404 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 404,37.456400,126.481690,synthetic-pregeocoded-east-direct-agency
qa-pregeo-405,QA 사전좌표 405 library,library,west,,인천광역시 QA구 사전좌표로 405,37.460500,126.486890,synthetic-pregeocoded-west-library
qa-pregeo-406,QA 사전좌표 406 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 406,37.464600,126.492090,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-407,QA 사전좌표 407 partner,partner,main,,인천광역시 QA구 사전좌표로 407,37.468700,126.497290,synthetic-pregeocoded-main-partner
qa-pregeo-408,QA 사전좌표 408 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 408,37.321210,126.502490,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-409,QA 사전좌표 409 school,school,south,유치원,인천광역시 QA구 사전좌표로 409,37.325310,126.507690,synthetic-pregeocoded-south-school
qa-pregeo-410,QA 사전좌표 410 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 410,37.329410,126.512890,synthetic-pregeocoded-north-headquarters
qa-pregeo-411,QA 사전좌표 411 support-office,support-office,east,,인천광역시 QA구 사전좌표로 411,37.333510,126.518090,synthetic-pregeocoded-east-support-office
qa-pregeo-412,QA 사전좌표 412 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 412,37.337610,126.523290,synthetic-pregeocoded-west-direct-agency
qa-pregeo-413,QA 사전좌표 413 library,library,unassigned,,인천광역시 QA구 사전좌표로 413,37.341710,126.528490,synthetic-pregeocoded-unassigned-library
qa-pregeo-414,QA 사전좌표 414 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 414,37.345810,126.533690,synthetic-pregeocoded-main-experience-site
qa-pregeo-415,QA 사전좌표 415 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 415,37.349910,126.538890,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-416,QA 사전좌표 416 imported,imported,south,,인천광역시 QA구 사전좌표로 416,37.354010,126.544090,synthetic-pregeocoded-south-imported
qa-pregeo-417,QA 사전좌표 417 school,school,north,중학교,인천광역시 QA구 사전좌표로 417,37.358110,126.549290,synthetic-pregeocoded-north-school
qa-pregeo-418,QA 사전좌표 418 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 418,37.362210,126.554490,synthetic-pregeocoded-east-headquarters
qa-pregeo-419,QA 사전좌표 419 support-office,support-office,west,,인천광역시 QA구 사전좌표로 419,37.366310,126.559690,synthetic-pregeocoded-west-support-office
qa-pregeo-420,QA 사전좌표 420 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 420,37.370410,126.564890,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-421,QA 사전좌표 421 library,library,main,,인천광역시 QA구 사전좌표로 421,37.374510,126.570090,synthetic-pregeocoded-main-library
qa-pregeo-422,QA 사전좌표 422 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 422,37.378610,126.575290,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-423,QA 사전좌표 423 partner,partner,south,,인천광역시 QA구 사전좌표로 423,37.382710,126.580490,synthetic-pregeocoded-south-partner
qa-pregeo-424,QA 사전좌표 424 imported,imported,north,,인천광역시 QA구 사전좌표로 424,37.386810,126.585690,synthetic-pregeocoded-north-imported
qa-pregeo-425,QA 사전좌표 425 school,school,east,특수학교,인천광역시 QA구 사전좌표로 425,37.390910,126.590890,synthetic-pregeocoded-east-school
qa-pregeo-426,QA 사전좌표 426 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 426,37.395010,126.596090,synthetic-pregeocoded-west-headquarters
qa-pregeo-427,QA 사전좌표 427 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 427,37.399110,126.601290,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-428,QA 사전좌표 428 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 428,37.403210,126.606490,synthetic-pregeocoded-main-direct-agency
qa-pregeo-429,QA 사전좌표 429 library,library,ganghwa,,인천광역시 QA구 사전좌표로 429,37.407310,126.611690,synthetic-pregeocoded-ganghwa-library
qa-pregeo-430,QA 사전좌표 430 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 430,37.411410,126.616890,synthetic-pregeocoded-south-experience-site
qa-pregeo-431,QA 사전좌표 431 partner,partner,north,,인천광역시 QA구 사전좌표로 431,37.415510,126.622090,synthetic-pregeocoded-north-partner
qa-pregeo-432,QA 사전좌표 432 imported,imported,east,,인천광역시 QA구 사전좌표로 432,37.419610,126.627290,synthetic-pregeocoded-east-imported
qa-pregeo-433,QA 사전좌표 433 school,school,west,유치원,인천광역시 QA구 사전좌표로 433,37.423710,126.632490,synthetic-pregeocoded-west-school
qa-pregeo-434,QA 사전좌표 434 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 434,37.427810,126.637690,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-435,QA 사전좌표 435 support-office,support-office,main,,인천광역시 QA구 사전좌표로 435,37.431910,126.481820,synthetic-pregeocoded-main-support-office
qa-pregeo-436,QA 사전좌표 436 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 436,37.436010,126.487020,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-437,QA 사전좌표 437 library,library,south,,인천광역시 QA구 사전좌표로 437,37.440110,126.492220,synthetic-pregeocoded-south-library
qa-pregeo-438,QA 사전좌표 438 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 438,37.444210,126.497420,synthetic-pregeocoded-north-experience-site
qa-pregeo-439,QA 사전좌표 439 partner,partner,east,,인천광역시 QA구 사전좌표로 439,37.448310,126.502620,synthetic-pregeocoded-east-partner
qa-pregeo-440,QA 사전좌표 440 imported,imported,west,,인천광역시 QA구 사전좌표로 440,37.452410,126.507820,synthetic-pregeocoded-west-imported
qa-pregeo-441,QA 사전좌표 441 school,school,unassigned,중학교,인천광역시 QA구 사전좌표로 441,37.456510,126.513020,synthetic-pregeocoded-unassigned-school
qa-pregeo-442,QA 사전좌표 442 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 442,37.460610,126.518220,synthetic-pregeocoded-main-headquarters
qa-pregeo-443,QA 사전좌표 443 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 443,37.464710,126.523420,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-444,QA 사전좌표 444 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 444,37.468810,126.528620,synthetic-pregeocoded-south-direct-agency
qa-pregeo-445,QA 사전좌표 445 library,library,north,,인천광역시 QA구 사전좌표로 445,37.321320,126.533820,synthetic-pregeocoded-north-library
qa-pregeo-446,QA 사전좌표 446 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 446,37.325420,126.539020,synthetic-pregeocoded-east-experience-site
qa-pregeo-447,QA 사전좌표 447 partner,partner,west,,인천광역시 QA구 사전좌표로 447,37.329520,126.544220,synthetic-pregeocoded-west-partner
qa-pregeo-448,QA 사전좌표 448 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 448,37.333620,126.549420,synthetic-pregeocoded-unassigned-imported
qa-pregeo-449,QA 사전좌표 449 school,school,main,특수학교,인천광역시 QA구 사전좌표로 449,37.337720,126.554620,synthetic-pregeocoded-main-school
qa-pregeo-450,QA 사전좌표 450 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 450,37.341820,126.559820,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-451,QA 사전좌표 451 support-office,support-office,south,,인천광역시 QA구 사전좌표로 451,37.345920,126.565020,synthetic-pregeocoded-south-support-office
qa-pregeo-452,QA 사전좌표 452 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 452,37.350020,126.570220,synthetic-pregeocoded-north-direct-agency
qa-pregeo-453,QA 사전좌표 453 library,library,east,,인천광역시 QA구 사전좌표로 453,37.354120,126.575420,synthetic-pregeocoded-east-library
qa-pregeo-454,QA 사전좌표 454 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 454,37.358220,126.580620,synthetic-pregeocoded-west-experience-site
qa-pregeo-455,QA 사전좌표 455 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 455,37.362320,126.585820,synthetic-pregeocoded-unassigned-partner
qa-pregeo-456,QA 사전좌표 456 imported,imported,main,,인천광역시 QA구 사전좌표로 456,37.366420,126.591020,synthetic-pregeocoded-main-imported
qa-pregeo-457,QA 사전좌표 457 school,school,ganghwa,유치원,인천광역시 QA구 사전좌표로 457,37.370520,126.596220,synthetic-pregeocoded-ganghwa-school
qa-pregeo-458,QA 사전좌표 458 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 458,37.374620,126.601420,synthetic-pregeocoded-south-headquarters
qa-pregeo-459,QA 사전좌표 459 support-office,support-office,north,,인천광역시 QA구 사전좌표로 459,37.378720,126.606620,synthetic-pregeocoded-north-support-office
qa-pregeo-460,QA 사전좌표 460 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 460,37.382820,126.611820,synthetic-pregeocoded-east-direct-agency
qa-pregeo-461,QA 사전좌표 461 library,library,west,,인천광역시 QA구 사전좌표로 461,37.386920,126.617020,synthetic-pregeocoded-west-library
qa-pregeo-462,QA 사전좌표 462 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 462,37.391020,126.622220,synthetic-pregeocoded-unassigned-experience-site
qa-pregeo-463,QA 사전좌표 463 partner,partner,main,,인천광역시 QA구 사전좌표로 463,37.395120,126.627420,synthetic-pregeocoded-main-partner
qa-pregeo-464,QA 사전좌표 464 imported,imported,ganghwa,,인천광역시 QA구 사전좌표로 464,37.399220,126.632620,synthetic-pregeocoded-ganghwa-imported
qa-pregeo-465,QA 사전좌표 465 school,school,south,중학교,인천광역시 QA구 사전좌표로 465,37.403320,126.637820,synthetic-pregeocoded-south-school
qa-pregeo-466,QA 사전좌표 466 headquarters,headquarters,north,,인천광역시 QA구 사전좌표로 466,37.407420,126.481950,synthetic-pregeocoded-north-headquarters
qa-pregeo-467,QA 사전좌표 467 support-office,support-office,east,,인천광역시 QA구 사전좌표로 467,37.411520,126.487150,synthetic-pregeocoded-east-support-office
qa-pregeo-468,QA 사전좌표 468 direct-agency,direct-agency,west,,인천광역시 QA구 사전좌표로 468,37.415620,126.492350,synthetic-pregeocoded-west-direct-agency
qa-pregeo-469,QA 사전좌표 469 library,library,unassigned,,인천광역시 QA구 사전좌표로 469,37.419720,126.497550,synthetic-pregeocoded-unassigned-library
qa-pregeo-470,QA 사전좌표 470 experience-site,experience-site,main,,인천광역시 QA구 사전좌표로 470,37.423820,126.502750,synthetic-pregeocoded-main-experience-site
qa-pregeo-471,QA 사전좌표 471 partner,partner,ganghwa,,인천광역시 QA구 사전좌표로 471,37.427920,126.507950,synthetic-pregeocoded-ganghwa-partner
qa-pregeo-472,QA 사전좌표 472 imported,imported,south,,인천광역시 QA구 사전좌표로 472,37.432020,126.513150,synthetic-pregeocoded-south-imported
qa-pregeo-473,QA 사전좌표 473 school,school,north,특수학교,인천광역시 QA구 사전좌표로 473,37.436120,126.518350,synthetic-pregeocoded-north-school
qa-pregeo-474,QA 사전좌표 474 headquarters,headquarters,east,,인천광역시 QA구 사전좌표로 474,37.440220,126.523550,synthetic-pregeocoded-east-headquarters
qa-pregeo-475,QA 사전좌표 475 support-office,support-office,west,,인천광역시 QA구 사전좌표로 475,37.444320,126.528750,synthetic-pregeocoded-west-support-office
qa-pregeo-476,QA 사전좌표 476 direct-agency,direct-agency,unassigned,,인천광역시 QA구 사전좌표로 476,37.448420,126.533950,synthetic-pregeocoded-unassigned-direct-agency
qa-pregeo-477,QA 사전좌표 477 library,library,main,,인천광역시 QA구 사전좌표로 477,37.452520,126.539150,synthetic-pregeocoded-main-library
qa-pregeo-478,QA 사전좌표 478 experience-site,experience-site,ganghwa,,인천광역시 QA구 사전좌표로 478,37.456620,126.544350,synthetic-pregeocoded-ganghwa-experience-site
qa-pregeo-479,QA 사전좌표 479 partner,partner,south,,인천광역시 QA구 사전좌표로 479,37.460720,126.549550,synthetic-pregeocoded-south-partner
qa-pregeo-480,QA 사전좌표 480 imported,imported,north,,인천광역시 QA구 사전좌표로 480,37.464820,126.554750,synthetic-pregeocoded-north-imported
qa-pregeo-481,QA 사전좌표 481 school,school,east,유치원,인천광역시 QA구 사전좌표로 481,37.468920,126.559950,synthetic-pregeocoded-east-school
qa-pregeo-482,QA 사전좌표 482 headquarters,headquarters,west,,인천광역시 QA구 사전좌표로 482,37.321430,126.565150,synthetic-pregeocoded-west-headquarters
qa-pregeo-483,QA 사전좌표 483 support-office,support-office,unassigned,,인천광역시 QA구 사전좌표로 483,37.325530,126.570350,synthetic-pregeocoded-unassigned-support-office
qa-pregeo-484,QA 사전좌표 484 direct-agency,direct-agency,main,,인천광역시 QA구 사전좌표로 484,37.329630,126.575550,synthetic-pregeocoded-main-direct-agency
qa-pregeo-485,QA 사전좌표 485 library,library,ganghwa,,인천광역시 QA구 사전좌표로 485,37.333730,126.580750,synthetic-pregeocoded-ganghwa-library
qa-pregeo-486,QA 사전좌표 486 experience-site,experience-site,south,,인천광역시 QA구 사전좌표로 486,37.337830,126.585950,synthetic-pregeocoded-south-experience-site
qa-pregeo-487,QA 사전좌표 487 partner,partner,north,,인천광역시 QA구 사전좌표로 487,37.341930,126.591150,synthetic-pregeocoded-north-partner
qa-pregeo-488,QA 사전좌표 488 imported,imported,east,,인천광역시 QA구 사전좌표로 488,37.346030,126.596350,synthetic-pregeocoded-east-imported
qa-pregeo-489,QA 사전좌표 489 school,school,west,중학교,인천광역시 QA구 사전좌표로 489,37.350130,126.601550,synthetic-pregeocoded-west-school
qa-pregeo-490,QA 사전좌표 490 headquarters,headquarters,unassigned,,인천광역시 QA구 사전좌표로 490,37.354230,126.606750,synthetic-pregeocoded-unassigned-headquarters
qa-pregeo-491,QA 사전좌표 491 support-office,support-office,main,,인천광역시 QA구 사전좌표로 491,37.358330,126.611950,synthetic-pregeocoded-main-support-office
qa-pregeo-492,QA 사전좌표 492 direct-agency,direct-agency,ganghwa,,인천광역시 QA구 사전좌표로 492,37.362430,126.617150,synthetic-pregeocoded-ganghwa-direct-agency
qa-pregeo-493,QA 사전좌표 493 library,library,south,,인천광역시 QA구 사전좌표로 493,37.366530,126.622350,synthetic-pregeocoded-south-library
qa-pregeo-494,QA 사전좌표 494 experience-site,experience-site,north,,인천광역시 QA구 사전좌표로 494,37.370630,126.627550,synthetic-pregeocoded-north-experience-site
qa-pregeo-495,QA 사전좌표 495 partner,partner,east,,인천광역시 QA구 사전좌표로 495,37.374730,126.632750,synthetic-pregeocoded-east-partner
qa-pregeo-496,QA 사전좌표 496 imported,imported,west,,인천광역시 QA구 사전좌표로 496,37.378830,126.637950,synthetic-pregeocoded-west-imported
qa-pregeo-497,QA 사전좌표 497 school,school,unassigned,특수학교,인천광역시 QA구 사전좌표로 497,37.382930,126.482080,synthetic-pregeocoded-unassigned-school
qa-pregeo-498,QA 사전좌표 498 headquarters,headquarters,main,,인천광역시 QA구 사전좌표로 498,37.387030,126.487280,synthetic-pregeocoded-main-headquarters
qa-pregeo-499,QA 사전좌표 499 support-office,support-office,ganghwa,,인천광역시 QA구 사전좌표로 499,37.391130,126.492480,synthetic-pregeocoded-ganghwa-support-office
qa-pregeo-500,QA 사전좌표 500 direct-agency,direct-agency,south,,인천광역시 QA구 사전좌표로 500,37.395230,126.497680,synthetic-pregeocoded-south-direct-agency
qa-pregeo-501,QA 사전좌표 501 library,library,north,,인천광역시 QA구 사전좌표로 501,37.399330,126.502880,synthetic-pregeocoded-north-library
qa-pregeo-502,QA 사전좌표 502 experience-site,experience-site,east,,인천광역시 QA구 사전좌표로 502,37.403430,126.508080,synthetic-pregeocoded-east-experience-site
qa-pregeo-503,QA 사전좌표 503 partner,partner,west,,인천광역시 QA구 사전좌표로 503,37.407530,126.513280,synthetic-pregeocoded-west-partner
qa-pregeo-504,QA 사전좌표 504 imported,imported,unassigned,,인천광역시 QA구 사전좌표로 504,37.411630,126.518480,synthetic-pregeocoded-unassigned-imported
qa-pregeo-505,QA 사전좌표 505 school,school,main,유치원,인천광역시 QA구 사전좌표로 505,37.415730,126.523680,synthetic-pregeocoded-main-school
qa-pregeo-506,QA 사전좌표 506 headquarters,headquarters,ganghwa,,인천광역시 QA구 사전좌표로 506,37.419830,126.528880,synthetic-pregeocoded-ganghwa-headquarters
qa-pregeo-507,QA 사전좌표 507 support-office,support-office,south,,인천광역시 QA구 사전좌표로 507,37.423930,126.534080,synthetic-pregeocoded-south-support-office
qa-pregeo-508,QA 사전좌표 508 direct-agency,direct-agency,north,,인천광역시 QA구 사전좌표로 508,37.428030,126.539280,synthetic-pregeocoded-north-direct-agency
qa-pregeo-509,QA 사전좌표 509 library,library,east,,인천광역시 QA구 사전좌표로 509,37.432130,126.544480,synthetic-pregeocoded-east-library
qa-pregeo-510,QA 사전좌표 510 experience-site,experience-site,west,,인천광역시 QA구 사전좌표로 510,37.436230,126.549680,synthetic-pregeocoded-west-experience-site
qa-pregeo-511,QA 사전좌표 511 partner,partner,unassigned,,인천광역시 QA구 사전좌표로 511,37.440330,126.554880,synthetic-pregeocoded-unassigned-partner
qa-pregeo-512,QA 사전좌표 512 imported,imported,main,,인천광역시 QA구 사전좌표로 512,37.444430,126.560080,synthetic-pregeocoded-main-imported
qa-pregeo-513,QA 사전좌표 513 school,school,ganghwa,중학교,인천광역시 QA구 사전좌표로 513,37.448530,126.565280,synthetic-pregeocoded-ganghwa-school
qa-pregeo-514,QA 사전좌표 514 headquarters,headquarters,south,,인천광역시 QA구 사전좌표로 514,37.452630,126.570480,synthetic-pregeocoded-south-headquarters
qa-pregeo-515,QA 사전좌표 515 support-office,support-office,north,,인천광역시 QA구 사전좌표로 515,37.456730,126.575680,synthetic-pregeocoded-north-support-office
qa-pregeo-516,QA 사전좌표 516 direct-agency,direct-agency,east,,인천광역시 QA구 사전좌표로 516,37.460830,126.580880,synthetic-pregeocoded-east-direct-agency
qa-pregeo-517,QA 사전좌표 517 library,library,west,,인천광역시 QA구 사전좌표로 517,37.464930,126.586080,synthetic-pregeocoded-west-library
qa-pregeo-518,QA 사전좌표 518 experience-site,experience-site,unassigned,,인천광역시 QA구 사전좌표로 518,37.469030,126.591280,synthetic-pregeocoded-unassigned-experience-site
